name,company,year,Price,kms_driven,fuel_type
Maruti Eeco 5 Seater AC BSIV,Maruti,2017,260000,30000,Petrol
Hyundai Verna SX,Hyundai,2007,155000,65000,Petrol
Honda Jazz 1.5 VX i DTEC,Honda,2015,450000,38000,Diesel
Maruti SX4 Celebration Petrol,Maruti,2012,220000,90000,Petrol
Hyundai i20 Active S Diesel,Hyundai,2018,650000,37000,Diesel
Maruti Alto 800 LXI,Maruti,2018,285000,30000,Petrol
Honda Amaze V CVT Petrol BSIV,Honda,2018,725000,26000,Petrol
Maruti Ciaz ZXi,Maruti,2016,625000,30000,Petrol
Hyundai i20 Active SX Petrol,Hyundai,2016,550000,23000,Petrol
Hyundai i10 Magna,Hyundai,2012,240000,40000,Petrol
Nissan Terrano XL 85 PS,Nissan,2014,600000,27000,Diesel
Tata New Safari DICOR 2.2 EX 4x2,Tata,2012,350000,65000,Diesel
Hyundai EON Magna Plus,Hyundai,2015,245000,32000,Petrol
Mahindra Bolero B6,Mahindra,2016,600000,56000,Diesel
BMW X1 sDrive 20d xLine,BMW,2017,2400000,30000,Diesel
Mahindra Scorpio SLE BS IV,Mahindra,2014,620000,80000,Diesel
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2014,395000,52000,Petrol
Maruti Ertiga ZXI,Maruti,2014,635000,13250,Petrol
Maruti Alto LX,Maruti,2011,180000,36000,Petrol
Maruti Swift ZDI Plus,Maruti,2015,484999,73000,Diesel
Maruti Alto LX,Maruti,2004,110000,60000,Petrol
Maruti Wagon R VXI BSIII,Maruti,2006,150000,60000,Petrol
Chevrolet Tavera Neo 2 LT L 9 Str,Chevrolet,2012,400000,110000,Diesel
Tata Indica Vista Aura Plus 1.3 Quadrajet,Tata,2012,200000,70000,Diesel
Renault Duster 85PS Diesel RxL Plus,Renault,2013,302000,60000,Diesel
Maruti Swift Dzire Vdi BSIV,Maruti,2011,215000,90000,Diesel
Maruti Wagon R VXI BSIII,Maruti,2004,155000,80000,Petrol
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2014,1000000,101000,Diesel
Mahindra Bolero Power Plus SLX,Mahindra,2018,550000,44000,Diesel
Maruti Swift 1.3 VXi,Maruti,2006,200000,45000,Petrol
Mahindra Scorpio S2 7 Seater,Mahindra,2017,750000,120000,Diesel
Maruti Zen LXI,Maruti,2005,90000,90000,Petrol
Maruti Wagon R LXI Minor,Maruti,2007,80000,120000,Petrol
Hyundai EON D Lite Plus,Hyundai,2013,229999,13500,Petrol
Renault KWID 1.0 RXT Optional,Renault,2017,350000,10000,Petrol
Hyundai Grand i10 Magna,Hyundai,2015,325000,25000,Petrol
Tata Tigor 1.2 Revotron XT,Tata,2018,450000,8500,Petrol
Maruti SX4 Celebration Diesel,Maruti,2012,250000,120000,Diesel
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2012,225000,120000,Diesel
Maruti Alto LXi,Maruti,2009,150000,90246,Petrol
Maruti Alto LX BSIII,Maruti,2008,110000,90000,Petrol
Maruti Alto LXi BSIII,Maruti,2010,150000,40000,Petrol
Maruti Gypsy King Hard Top,Maruti,2000,165000,60000,Petrol
Renault Duster 85PS Diesel RxL,Renault,2017,610000,32000,Diesel
Tata Manza Club Class Quadrajet90 VX,Tata,2013,170000,60400,Diesel
Hyundai Verna CRDi,Hyundai,2008,150000,70950,Diesel
Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,300000,90000,Diesel
Hyundai Xcent 1.1 CRDi Base,Hyundai,2015,375000,72000,Diesel
Maruti Swift VDI,Maruti,2013,390000,90000,Diesel
Hyundai i20 Active 1.2 S,Hyundai,2017,600000,10000,Petrol
Maruti Alto 800 LXI,Maruti,2014,204999,25000,Petrol
Hyundai Verna CRDi,Hyundai,2009,270000,80000,Diesel
Hyundai Grand i10 Sportz,Hyundai,2017,375000,10000,Petrol
Maruti Baleno Zeta,Maruti,2020,700000,1100,Petrol
Maruti Swift VXI Deca,Maruti,2017,455000,40000,Petrol
Hyundai i10 Sportz 1.1L,Hyundai,2017,375000,10000,Petrol
Hyundai Grand i10 Asta,Hyundai,2014,341000,31491,Petrol
Maruti Swift Dzire VDI,Maruti,2014,200000,107143,Diesel
Maruti Ignis 1.2 AMT Delta BSIV,Maruti,2017,450000,15000,Petrol
Hyundai Santro Xing GL Plus,Hyundai,2012,170000,50000,Petrol
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2017,1900000,100000,Diesel
Mahindra Bolero Power Plus LX,Mahindra,2016,500000,60000,Diesel
Maruti Vitara Brezza ZDi Plus,Maruti,2016,819999,85000,Diesel
Maruti Swift 1.2 DLX,Maruti,2014,351000,40000,Petrol
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,195000,80000,Petrol
Maruti Swift Dzire VDi,Maruti,2008,250000,82000,Diesel
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2008,120000,70000,Petrol
Maruti A-Star Vxi,Maruti,2009,180000,70000,Petrol
Mahindra KUV 100 mFALCON D75 K6,Mahindra,2016,430000,20000,Diesel
Tata Nano Cx BSIV,Tata,2012,75000,35000,Petrol
Mahindra Xylo D4,Mahindra,2017,750000,80000,Diesel
Tata Nano Lx,Tata,2011,60000,40000,Petrol
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,2015,1500000,46412,Diesel
Mahindra Bolero SLX 2WD BSIII,Mahindra,2011,390000,150000,Diesel
Mahindra TUV 300 T4,Mahindra,2016,630000,50000,Diesel
Tata Safari Storme VX Varicor 400,Tata,2018,1085000,15000,Diesel
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2012,190000,60000,Petrol
Maruti Baleno Delta Automatic,Maruti,2018,550000,25000,Petrol
Maruti Alto 800 LXI,Maruti,2012,200000,90000,Petrol
Chevrolet Spark 1.0 LT,Chevrolet,2011,165000,60000,Petrol
Ford Figo Diesel Celebration Edition,Ford,2013,260000,65000,Diesel
Maruti Alto LX,Maruti,2011,151000,40000,Petrol
Maruti Vitara Brezza VDi,Maruti,2018,780000,50000,Diesel
Tata Indica Vista Quadrajet LX,Tata,2012,175000,80000,Diesel
Tata Indica Vista TDI LS,Tata,2010,170000,107500,Diesel
Tata Indica Vista TDI LS,Tata,2013,210000,135000,Diesel
Maruti Alto LXi,Maruti,2007,90000,43826,Petrol
Hyundai i20 Active S Petrol,Hyundai,2016,535000,55838,Petrol
Maruti Swift VDI BSIV,Maruti,2007,195000,112880,Diesel
Tata Indica Vista Terra Quadrajet 1.3L,Tata,2011,140000,90000,Diesel
Nissan Sunny XL,Nissan,2012,350000,40000,Petrol
Hyundai Verna 1.6 SX VTVT (O),Hyundai,2013,425000,66000,Petrol
Renault KWID 1.0 RXT Optional,Renault,2017,300000,30300,Petrol
Volkswagen Vento Diesel Style Limited Edition,Volkswagen,2013,340000,85000,Diesel
Maruti Swift Dzire VXi,Maruti,2009,250000,80659,Petrol
Chevrolet Aveo 1.4 LS,Chevrolet,2008,170000,81324,Petrol
Honda Amaze S i-Dtech,Honda,2013,315000,127884,Diesel
Chevrolet Beat PS,Chevrolet,2015,200000,50000,Petrol
Chevrolet Beat PS,Chevrolet,2016,300000,25000,Petrol
Honda Amaze S i-Dtech,Honda,2015,300000,66755,Diesel
Honda City E,Honda,2013,380000,123084,Petrol
Maruti Swift VXI BSIII,Maruti,2009,250000,806599,Petrol
Honda Amaze S i-Dtech,Honda,2013,310000,95851,Diesel
Maruti Wagon R VXI Minor ABS,Maruti,2010,260000,50000,Petrol
Maruti Omni BSIII 8-STR W/ IMMOBILISER,Maruti,2008,150000,50000,Petrol
Maruti Esteem Vxi - BSIII,Maruti,2006,85000,60000,Petrol
Maruti Alto 800 LXI,Maruti,2015,280000,15000,Petrol
Mahindra Xylo H4 ABS,Mahindra,2016,850000,40000,Diesel
Datsun GO Plus T Option BSIV,Datsun,2017,375000,20000,Petrol
Hyundai Elantra CRDi (Leather Option),Hyundai,2006,125000,120000,Diesel
Chevrolet Beat Diesel LT,Chevrolet,2012,250000,110000,Diesel
Toyota Corolla Altis D-4D J,Toyota,2014,715000,234000,Diesel
Hyundai i20 1.4 CRDi Era,Hyundai,2011,220000,70000,Diesel
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,2010,110000,110000,Diesel
Hyundai Verna XXi (Petrol),Hyundai,2007,150000,84000,Petrol
Nissan Sunny Diesel XV,Nissan,2012,300000,170000,Diesel
Datsun RediGO T Option,Datsun,2017,220000,40000,Petrol
Maruti Wagon R LX,Maruti,2006,75000,96000,Petrol
Tata Indigo LS,Tata,2009,100000,20000,Diesel
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,2016,380000,15000,Petrol
Hyundai Santro Xing XK (Non-AC),Hyundai,2007,100000,50000,Petrol
Volkswagen Passat 1.8 TSI MT,Volkswagen,2010,480000,80000,Petrol
Toyota Etios GD,Toyota,2012,300000,124000,Diesel
Chevrolet Beat Diesel LS,Chevrolet,2013,190000,70000,Diesel
Ford Figo Diesel LXI,Ford,2012,190000,130000,Diesel
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Ford,2017,650000,19014,Petrol
Toyota Corolla Executive (HE),Toyota,2009,300000,23262,Petrol
Ford Freestyle Titanium Diesel BSIV,Ford,2016,700000,29600,Diesel
Hyundai i10 Sportz 1.1L,Hyundai,2015,310000,35925,Petrol
Maruti Ignis 1.2 Zeta BSIV,Maruti,2018,500000,12000,Petrol
Toyota Etios V,Toyota,2013,415000,40771,Petrol
Maruti Celerio VXI AT,Maruti,2015,395000,30500,Petrol
Toyota Etios Liva 1.2 G,Toyota,2014,430000,42000,Petrol
Toyota Corolla H6,Toyota,2007,215000,55800,Petrol
Renault Duster RXL AWD,Renault,2014,550000,66569,Diesel
Volkswagen Polo 1.5 TDI Trendline,Volkswagen,2014,415000,81358,Diesel
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2015,450000,82695,Diesel
Ford Figo Diesel EXI,Ford,2014,285000,68293,Diesel
Honda Jazz VX CVT,Honda,2016,580000,32000,Petrol
Maruti Swift Dzire Tour LDI,Maruti,2014,300000,190621,Diesel
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,1200000,60000,Diesel
Maruti 800 Std MPFi,Maruti,2006,78000,64700,Petrol
Maruti 800 AC,Maruti,2002,65000,100000,Petrol
Tata Zest Quadrajet 1.3 75PS XE,Tata,2016,400000,88470,Diesel
Hyundai Verna 1.6 CRDI SX Option,Hyundai,2016,850000,75000,Diesel
Volkswagen Vento Diesel Highline,Volkswagen,2013,450000,120000,Diesel
Mercedes-Benz E-Class E250 CDI Blue Efficiency,Mercedes-Benz,2012,2500000,35000,Diesel
Toyota Etios 1.4 VXD,Toyota,2017,780000,70000,Diesel
Toyota Fortuner 2.8 2WD AT BSIV,Toyota,2017,3200000,57000,Diesel
Maruti Alto 800 VXI,Maruti,2020,350000,1000,Petrol
Mahindra Quanto C6,Mahindra,2013,285000,120000,Diesel
Volkswagen Vento 1.5 TDI Highline,Volkswagen,2015,525000,98000,Diesel
Maruti Ciaz ZDi,Maruti,2014,550000,90000,Diesel
Volkswagen Ameo 1.5 TDI Comfortline,Volkswagen,2018,580000,70000,Diesel
Tata Nano CX SE,Tata,2013,75000,25000,Petrol
Tata Manza Aura Quadrajet,Tata,2009,185000,60000,Diesel
Maruti Omni E 8 Str STD,Maruti,2007,110000,90000,Petrol
Honda City 1.5 EXI,Honda,2004,180000,200000,Petrol
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,2010,350000,110000,Diesel
Chevrolet Optra 1.6 LS,Chevrolet,2005,60000,126000,Petrol
Mahindra TUV 300 T10,Mahindra,2018,695000,70000,Diesel
Mahindra Alturas G4 4X2 AT BSIV,Mahindra,2019,2700000,5000,Diesel
Maruti Zen Estilo LX BSIII,Maruti,2007,135000,74183,Petrol
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,640000,70000,Diesel
Maruti Alto 800 VXI,Maruti,2014,160000,90000,Petrol
Tata Indica LXI,Tata,2004,80000,46000,Petrol
Maruti Swift Dzire VDI,Maruti,2013,340000,110000,Diesel
Maruti Ritz VDi,Maruti,2012,110000,80000,Diesel
Tata Sumo Gold EX,Tata,2013,250000,90000,Diesel
Toyota Innova Crysta 2.4 VX MT BSIV,Toyota,2017,1300000,70000,Diesel
Mahindra Quanto C6,Mahindra,2014,250000,1,Diesel
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2009,450000,192000,Diesel
Maruti Wagon R LX Minor,Maruti,2013,240000,70000,Petrol
Mahindra Bolero DI DX 7 Seater,Mahindra,2007,225000,120000,Diesel
Maruti Wagon R VXI Optional,Maruti,2015,275000,60000,Petrol
Tata Sumo Victa CX 7/9 Str BSII,Tata,2012,320000,120000,Diesel
Maruti Alto LX BSIII,Maruti,2008,75000,120000,Petrol
Tata Indica GLS BS IV,Tata,2007,85000,50000,Petrol
Tata Indica Vista Aqua TDI BSIII,Tata,2009,90000,120000,Diesel
Maruti Wagon R LXI Minor,Maruti,2007,85000,80000,Petrol
Mahindra Scorpio M2DI,Mahindra,2008,350000,80000,Diesel
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,2009,355000,100000,Diesel
Maruti Swift VXI,Maruti,2020,619000,1500,Petrol
Jeep Compass 2.0 Longitude Option BSIV,Jeep,2018,1700000,50000,Diesel
Tata Indica DL,Tata,2006,55000,100000,Diesel
Ford Fiesta 1.6 ZXi Leather,Ford,2006,95000,83411,Petrol
Volkswagen Vento Diesel Highline,Volkswagen,2011,300000,120000,Diesel
Ford Fiesta 1.6 ZXi Leather,Ford,2006,81000,83411,Petrol
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,2015,1000000,80000,Diesel
Maruti Ertiga VDI,Maruti,2019,925000,50000,Diesel
Mahindra Bolero Power Plus Plus AC BSIV PS,Mahindra,2015,450000,40000,Diesel
Mahindra Scorpio EX,Mahindra,2014,600000,13270,Diesel
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2006,85000,100000,Petrol
Mahindra Thar DI 4X4 PS,Mahindra,2016,700000,50000,Diesel
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2017,486000,26500,Petrol
Maruti Swift VDI,Maruti,2013,400000,90000,Diesel
Ford Fiesta 1.4 Duratec ZXI,Ford,2008,120000,100000,Petrol
Maruti Alto 800 LXI,Maruti,2018,275000,35000,Petrol
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2016,580000,57000,Diesel
Maruti Swift Dzire LXI,Maruti,2015,375000,70000,Petrol
Maruti Wagon R VXI BS IV with ABS,Maruti,2015,229999,100000,Petrol
Maruti Alto LX,Maruti,2010,110000,88000,Petrol
Maruti Swift Dzire VDI,Maruti,2017,600000,60000,Diesel
Maruti A-Star Vxi,Maruti,2009,120000,76000,Petrol
Ford Figo Diesel Titanium,Ford,2010,200000,100000,Diesel
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,450000,110000,Diesel
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,550000,80000,Diesel
Maruti Alto LX,Maruti,2012,220000,80000,Petrol
Maruti 800 EX,Maruti,2001,40000,30000,Petrol
Renault KWID Climber 1.0 AMT,Renault,2017,300000,20000,Petrol
Mahindra Bolero Power Plus SLE,Mahindra,2018,630000,40000,Diesel
Maruti Swift Dzire VDI,Maruti,2017,610000,40000,Diesel
Hyundai Xcent 1.2 VTVT S,Hyundai,2019,660000,7000,Petrol
Maruti Wagon R LXI LPG BSIV,Maruti,2012,220000,80000,LPG
Nissan Micra Diesel XV Premium,Nissan,2011,138000,90000,Diesel
Nissan Micra Diesel XV Premium,Nissan,2013,210000,13770,Diesel
Maruti Zen LXi - BS III,Maruti,2005,125000,34000,Petrol
Maruti Alto LXi BSIII,Maruti,2008,125000,102000,Petrol
Honda City i DTEC SV,Honda,2014,725000,110000,Diesel
Maruti Alto K10 2010-2014 VXI,Maruti,2011,170000,90000,Petrol
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1200000,70000,Diesel
Maruti Wagon R VXI BSIII,Maruti,2003,70000,90000,Petrol
Maruti Alto LXi,Maruti,2007,100000,70000,Petrol
Honda Civic 1.8 (E) MT,Honda,2006,300000,80000,Petrol
Maruti Swift VDI,Maruti,2013,450000,100000,Diesel
Maruti Swift Dzire VDI,Maruti,2015,530000,100000,Diesel
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2007,100000,143000,Petrol
Honda City 1.5 V MT,Honda,2010,350000,115000,Petrol
Tata Manza ELAN Quadrajet BS IV,Tata,2011,165000,100000,Diesel
Maruti Swift Dzire ZDI,Maruti,2019,475000,120000,Diesel
Mahindra Xylo E4 ABS BS IV,Mahindra,2013,350000,42000,Diesel
Renault KWID RXL,Renault,2016,229999,38000,Petrol
Honda WR-V i-DTEC VX,Honda,2018,800000,35000,Diesel
Maruti Swift Dzire ZDI,Maruti,2014,475000,120000,Diesel
Nissan Terrano XL 110 PS,Nissan,2014,425000,136906,Diesel
Maruti Ciaz VDi Plus,Maruti,2015,660000,97000,Diesel
Honda Amaze S CVT Petrol,Honda,2019,610000,10000,Petrol
Honda Brio S MT,Honda,2013,240000,50000,Petrol
Maruti Esteem Lxi,Maruti,2005,70000,60000,Petrol
Toyota Corolla Altis Diesel D4DGL,Toyota,2011,550000,120000,Diesel
Tata Indica Vista Aura 1.2 Safire,Tata,2010,100000,120000,Petrol
Mahindra Bolero SLE,Mahindra,2010,350000,90000,Diesel
Hyundai EON Era Plus,Hyundai,2013,200000,120000,Petrol
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,2019,720000,3000,Petrol
Maruti Ritz VDi,Maruti,2014,350000,133000,Diesel
Maruti Wagon R VXI BS IV,Maruti,2016,400000,25000,Petrol
Hyundai i20 Active 1.2 S,Hyundai,2017,570000,35000,Petrol
Maruti Omni MPI STD BSIV,Maruti,2015,130000,70000,Petrol
Maruti Alto 800 LXI,Maruti,2016,210000,52000,Petrol
Hyundai Creta 1.4 E Plus,Hyundai,2018,800000,52000,Diesel
Honda Jazz 1.5 E i DTEC,Honda,2017,700000,39000,Diesel
Tata Indica Vista Quadrajet VX,Tata,2011,200000,28689,Diesel
Tata Aria Pure LX 4x2,Tata,2014,495000,90000,Diesel
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2014,325000,80322,Diesel
Ford Freestyle Trend Petrol BSIV,Ford,2019,650000,8000,Petrol
Mahindra Jeep MM 775 XDB,Mahindra,2000,155000,50000,Diesel
Maruti 800 AC BSIII,Maruti,2007,75000,90000,Petrol
Hyundai Grand i10 1.2 CRDi Magna,Hyundai,2015,350000,61658,Diesel
Maruti Zen Estilo LX BSIV,Maruti,2010,90000,50000,Petrol
Maruti Ertiga SHVS VDI,Maruti,2016,600000,80000,Diesel
Mahindra Scorpio SLE BSIII,Mahindra,2010,400000,185000,Diesel
Maruti Swift VDI BSIV,Maruti,2014,370000,57000,Diesel
Maruti 800 DX,Maruti,2000,50000,60000,Petrol
Honda City 1.5 GXI,Honda,2004,125000,120000,Petrol
Honda CR-V Diesel 4WD,Honda,2018,1800000,26000,Diesel
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2019,650000,20000,Petrol
Maruti Ertiga BSIV VXI AT,Maruti,2017,800000,30600,Petrol
Volkswagen Polo 1.0 TSI Highline Plus,Volkswagen,2020,802000,5000,Petrol
Audi A4 35 TDI Premium,Audi,2015,2300000,35000,Diesel
Hyundai Xcent 1.1 CRDi SX,Hyundai,2016,430000,35000,Diesel
Hyundai Verna 1.6 SX VTVT,Hyundai,2017,650000,23000,Petrol
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,2004,170000,120000,Diesel
Skoda Superb Elegance 2.0 TDI CR AT,Skoda,2011,450000,235000,Diesel
Maruti Alto 800 LXI,Maruti,2013,250000,87000,Petrol
Ford Ecosport 1.0 Ecoboost Titanium,Ford,2014,550000,72000,Petrol
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,2013,2000000,64000,Diesel
Maruti Zen Estilo VXI BSIII,Maruti,2007,140000,100000,Petrol
Chevrolet Beat LT,Chevrolet,2012,155000,12000,Petrol
Hyundai Accent Executive,Hyundai,2010,120000,67000,Petrol
Toyota Innova 2.5 E 8 STR,Toyota,2012,287000,70000,Diesel
Maruti Baleno Alpha 1.3,Maruti,2016,675000,60000,Diesel
Hyundai i10 Magna 1.2 iTech SE,Hyundai,2011,235000,74500,Petrol
Hyundai i20 1.4 CRDi Asta,Hyundai,2011,300000,118700,Diesel
Nissan Micra XL CVT,Nissan,2015,434999,40000,Petrol
Mahindra Scorpio VLX AT 2WD BSIII,Mahindra,2004,225000,223660,Diesel
Toyota Corolla AE,Toyota,2006,160000,140000,Petrol
Hyundai Grand i10 Nios Sportz,Hyundai,2020,600000,5000,Petrol
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Chevrolet,2016,470000,100000,Diesel
Maruti Swift Dzire VXi,Maruti,2011,300000,100000,Petrol
Maruti Baleno Delta 1.2,Maruti,2018,600000,2000,Petrol
Hyundai Grand i10 Nios AMT Magna,Hyundai,2020,640000,4000,Petrol
Tata Indica DLS,Tata,2006,50000,120000,Diesel
Hyundai Verna 1.6 VTVT S,Hyundai,2015,600000,35000,Petrol
Hyundai i10 Magna LPG,Hyundai,2014,290000,29000,LPG
Hyundai Verna 1.6 VTVT S,Hyundai,2015,600000,30000,Petrol
Tata Manza Aqua Quadrajet BS IV,Tata,2012,190000,120000,Diesel
Hyundai i10 Era 1.1,Hyundai,2008,160000,110000,Petrol
Maruti Alto K10 VXI,Maruti,2017,325000,15000,Petrol
Mahindra Bolero DI,Mahindra,2006,200000,73756,Diesel
Toyota Fortuner 2.8 2WD AT BSIV,Toyota,2018,2800000,40000,Diesel
Chevrolet Spark 1.0 LS,Chevrolet,2011,125000,60000,Petrol
Hyundai i10 Magna 1.1,Hyundai,2008,155000,60000,Petrol
Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,550000,90000,Diesel
Maruti Wagon R LX BSIII,Maruti,2009,130000,70000,Petrol
Maruti 800 AC,Maruti,2002,80000,70000,Petrol
Toyota Etios Cross 1.4L GD,Toyota,2015,500000,80000,Diesel
Renault KWID RXT BSIV,Renault,2019,250000,27000,Petrol
Mahindra XUV500 W8 2WD,Mahindra,2012,580000,70000,Diesel
Daewoo Matiz SD,Daewoo,2002,60000,50000,Petrol
Toyota Etios GD,Toyota,2012,300000,185000,Diesel
Ford Figo Diesel Titanium,Ford,2014,200000,90000,Diesel
Tata Hexa XT,Tata,2017,1200000,16400,Diesel
Toyota Etios Cross 1.4L GD,Toyota,2015,350000,80000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,600000,80000,Diesel
Honda Jazz V,Honda,2019,650000,4000,Petrol
Maruti A-Star Lxi,Maruti,2008,120000,40000,Petrol
Tata New Safari DICOR 2.2 EX 4x2,Tata,2010,180000,120000,Diesel
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,2018,950000,41395,Petrol
Tata Manza Aura Quadrajet BS IV,Tata,2012,250999,35000,Diesel
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,2012,385000,52000,Diesel
Audi A8 L 3.0 TDI quattro,Audi,2009,1250000,47000,Diesel
Chevrolet Beat LT,Chevrolet,2013,165000,50000,Petrol
Hyundai Elantra SX,Hyundai,2015,700000,48000,Petrol
Mahindra XUV500 W8 4WD,Mahindra,2015,750000,53000,Diesel
Mahindra Renault Logan 1.5 DLS,Mahindra,2008,89999,213000,Diesel
Datsun redi-GO AMT 1.0 T Option,Datsun,2018,290000,15000,Petrol
Tata Nano Cx BSIII,Tata,2014,45000,7000,Petrol
Skoda Superb Ambition 2.0 TDI CR AT,Skoda,2013,675000,88000,Diesel
Nissan Terrano XL Plus 85 PS,Nissan,2015,530000,55000,Diesel
BMW X1 sDrive20d M Sport,BMW,2014,1485000,48000,Diesel
Chevrolet Enjoy TCDi LT 7 Seater,Chevrolet,2014,325000,71014,Diesel
Honda Amaze S Diesel,Honda,2015,400000,60000,Diesel
Mahindra KUV 100 D75 K6 Plus,Mahindra,2017,380000,71000,Diesel
Honda City i-VTEC CVT VX,Honda,2016,750000,45000,Petrol
Honda Brio VX,Honda,2017,390000,45000,Petrol
Maruti Alto LXi,Maruti,2009,110000,20000,Petrol
MG Hector Sharp Diesel MT BSIV,MG,2019,1825000,14000,Diesel
Audi A4 35 TDI Premium Plus,Audi,2019,3256000,17000,Diesel
Renault Scala Diesel RxL,Renault,2015,370000,60000,Diesel
Chevrolet Beat Diesel LT,Chevrolet,2013,210000,80000,Diesel
Skoda Laura Ambiente 1.9 PD,Skoda,2007,175000,181000,Diesel
Hyundai Verna 1.6 SX CRDi (O),Hyundai,2012,575000,89550,Diesel
Mahindra Xylo D4,Mahindra,2010,320000,90000,Diesel
Maruti Swift Ldi BSIV,Maruti,2010,280000,149500,Diesel
Renault Duster 85PS Diesel RxL Optional,Renault,2013,500000,190000,Diesel
Ford Fiesta Diesel Style,Ford,2013,380000,83000,Diesel
Maruti 800 AC BSIII,Maruti,2005,120000,20000,Petrol
Maruti Eeco 5 Seater AC BSIV,Maruti,2018,395000,20000,Petrol
Skoda Laura 1.9 TDI MT Ambiente,Skoda,2010,360000,160000,Diesel
Nissan Terrano XL Plus 85 PS,Nissan,2015,451000,100000,Diesel
Chevrolet Spark 1.0 LS,Chevrolet,2010,175000,45000,Petrol
Chevrolet Spark 1.0 LS,Chevrolet,2009,170000,44800,Petrol
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2006,100000,40000,Petrol
Maruti Omni MPI STD BSIV,Maruti,2014,150000,120000,Petrol
Tata Indica Vista Quadrajet LX,Tata,2011,149000,10000,Diesel
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,2011,160000,80000,Diesel
Datsun GO Plus T Option Petrol,Datsun,2018,434999,10000,Petrol
